station_id,source_record_id,station_name,address,postcode,latitude,longitude,operator_name,data_provider,operational_status,number_of_evses,number_of_connectors,maximum_power_kw,access_type,usage_cost,source_url,source_last_updated,licence,attribution,verification_status,verification_notes,boundary_status,boundary_authority_code,boundary_authority_name,boundary_dataset,boundary_filter_timestamp,boundary_filter_version
airis_9e9134ddd9469563ea57,200454,Llandaff High Street Car Park,"Llandaff High Street Car Park, Cardiff",CF5 2DX,51.494256,-3.218335,Evolt Network (Swarco E.Connect),UK National Charge Point Registry,,,,7.0,public,,https://openchargemap.org/site/poi/details/200454,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_ccd959febb8f3334c39d,205042,Tesco Extra-Cardiff Pengam,"Eastern Bay Road, Pengam Green, Cardiff",CF24 2HP,51.487998,-3.127919,POD Point (UK),Open Charge Map Contributors,operational,4.0,4.0,7.0,public,£0.44/kWh,https://openchargemap.org/site/poi/details/205042,2023-04-12T05:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_f536b167fad74e6cf2f2,285963,"College Road, Cardiff","College Road, Cardiff",CF14 2HJ,51.502182,-3.220884,Connected Kerb,UK National Charge Point Registry,unknown,,,22.0,public,,https://openchargemap.org/site/poi/details/285963,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_19a85544f2b3ea7fb9ce,259952,Three Arches,"Three Arches, Heathwood Road, Cardiff",CF14 4HS,51.519434,-3.180886,Osprey Charging,Open Charge Map Contributors,operational,4.0,4.0,75.0,public,£0.79/kWh,https://openchargemap.org/site/poi/details/259952,2024-08-29T15:09:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_b226d245101e1c918414,187747,Cardiff & Vale University Health Board,"Woodlands House, Cardiff",CF14 4HH,51.520046,-3.194338,POD Point (UK),UK National Charge Point Registry,,,,7.0,public,,https://openchargemap.org/site/poi/details/187747,2023-05-04T08:45:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_9b167f8cea08206be6ba,286066,"Penlline Road, Cardiff","Penlline Road Car Park, Cardiff",CF14 2AA,51.51442909600459,-3.2206491864869804,Connected Kerb,Open Charge Map Contributors,unknown,2.0,3.0,50.0,public,,https://openchargemap.org/site/poi/details/286066,2025-10-14T08:54:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_0235119709426a653f5d,100171,InstaVolt Bannatyne Health Club & Spa,"Parc Ty Glas, Llanishen, Cardiff",CF14 5DU,51.5242172,-3.1918042,InstaVolt Ltd,Open Charge Map Contributors,operational,2.0,4.0,50.0,public,£0.75/kWh,https://openchargemap.org/site/poi/details/100171,2023-04-03T08:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_1bba313e22632283295f,200520,Ty Glas Road,"Ty Glas Road, Cardiff",CF14 5EB,51.52515,-3.202318,The GeniePoint Network ( EQUANS EV Solutions ),UK National Charge Point Registry,,,,50.0,public,,https://openchargemap.org/site/poi/details/200520,2023-02-09T08:11:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_741d2cdef1b829a900ac,256844,Spire Cardiff Hospital,"Croescadarn Road, Pontprennau, Cardiff, Cymru / Wales",CF23 8XL,51.53077459231975,-3.1412470889080675,Vend Electric,Open Charge Map Contributors,operational,4.0,4.0,11.0,public,£0.20/kWh,https://openchargemap.org/site/poi/details/256844,2023-03-13T17:27:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_a89c5fa68f7e5865744b,16281,G24 Innovations,"Newlands Road, Newport",CF3 2GH,51.506864,-3.101256,POD Point (UK),Open Charge Map Contributors,unknown,2.0,2.0,3.0,private,Free,https://openchargemap.org/site/poi/details/16281,2017-10-10T09:33:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_eea2a83d1e9d0e395e8a,201478,Tesla Cardiff,"Croescadarn Road, Cardiff, Wales",CF23 8HE,51.53149670395635,-3.139770854898643,Tesla (including non-tesla),Open Charge Map Contributors,operational,8.0,8.0,250.0,public,,https://openchargemap.org/site/poi/details/201478,2022-09-01T16:55:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_ddc3489e654f03c05faf,13553,ASDA Cardiff Coryton Supercentre,"1 Longwood Drive, Cardiff",CF14 7EW,51.524136,-3.242433,BP Pulse (UK),Open Charge Map Contributors,operational,2.0,4.0,7.0,public,Inclusive; for Polar Plus subscription members only,https://openchargemap.org/site/poi/details/13553,2019-03-05T06:29:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_3c050a8dc19efac7c748,286092,Tesco Superstore - St Mellons,"Crickhowell Road, Cardiff",CF3 0EF,51.524775,-3.103756,POD Point (UK),Open Charge Map Contributors,unknown,,,7.0,public,,https://openchargemap.org/site/poi/details/286092,2025-03-10T06:23:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_11034ffdcd8f35310fd9,258962,Welcome Break Cardiff Gate Services,"M4 Motorway, Jct 30, Cardiff",CF23 8RA,51.539266,-3.129829,GridServe,Open Charge Map Contributors,operational,4.0,5.0,60.0,public,"DC (contactless): £0.85/kWh, DC (GRIDSERVE app): £0.79/kWh",https://openchargemap.org/site/poi/details/258962,2025-04-28T10:59:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_c2c26f6edd52d208f5fb,127106,Dŵr Cymru Welsh Water St. Mellons,"St. Mellons Business Park, Trowbridge, Cardiff",CF3 0LT,51.529847,-3.081929,Hubsta,Open Charge Map Contributors,operational,2.0,2.0,7.0,private,,https://openchargemap.org/site/poi/details/127106,2019-05-27T22:09:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
airis_88cdc81bc33622080fcd,259010,Moto Cardiff West Services,Moto Cardiff West Services,CF72 8SA,51.508914,-3.306853,Electric Highway (UK),Open Charge Map Contributors,operational,15.0,19.0,350.0,public,"DC: £0.79/kWh,AC: £0.49/kWh",https://openchargemap.org/site/poi/details/259010,2025-03-10T06:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,,inside,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0
