station_id,source_record_id,station_name,address,postcode,latitude,longitude,operator_name,operational_status,number_of_evses,number_of_connectors,maximum_power_kw,access_type,usage_cost,data_provider,source_url,source_last_updated,licence,attribution,verification_status,boundary_status,flood_river_band,flood_river_score,flood_sea_band,flood_sea_score,flood_surface_water_band,flood_surface_water_score,flood_score,flood_dominant_source,flood_match_count,lsoa_code,lsoa_name,income_deprivation_percentage,deprivation_score,deprivation_match_status,enrichment_timestamp,dataset_version,verification_notes,boundary_authority_code,boundary_authority_name,boundary_dataset,boundary_filter_timestamp,boundary_filter_version,flood_river_match_count,flood_sea_match_count,flood_surface_water_match_count,flood_data_version,flood_enrichment_timestamp,flood_enrichment_status,flood_enrichment_notes,flood_hazard_source_count,deprivation_match_count,deprivation_candidate_codes,deprivation_match_ambiguous,deprivation_match_method,lsoa_name_welsh,deprivation_source,deprivation_source_release,deprivation_enrichment_timestamp,deprivation_enrichment_notes,verified_dataset_status,verified_dataset_notes
airis_11034ffdcd8f35310fd9,258962,Welcome Break Cardiff Gate Services,"M4 Motorway, Jct 30, Cardiff",CF23 8RA,51.539266,-3.129829,GridServe,operational,4.0,5.0,60.0,public,"DC (contactless): £0.85/kWh, DC (GRIDSERVE app): £0.79/kWh",Open Charge Map Contributors,https://openchargemap.org/site/poi/details/258962,2025-04-28T10:59:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001842,Pontprennau and Old St Mellons 3,13.6,13.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001842,False,polygon covers point,Caerdydd 003B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_166a187eab7cb6059083,260025,Bute Crescent,"Bute Crescent, Cardiff",CF10 5AN,51.464247,-3.1649849,Osprey Charging,operational,4.0,4.0,50.0,public,£0.79/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/260025,2024-08-13T17:03:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001943,Butetown 4,19.6,19.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001943,False,polygon covers point,Caerdydd 048B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_18512e9f2cb48402a38f,132460,Stallcourt Avenue - Cardiff,"Stallcourt Avenue, Cardiff",CF23 5AN,51.4946,-3.15485,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132460,2019-10-02T08:53:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Medium,65,Medium,65,"No mapped Low, Medium or High classification matched.",0,65,river|sea,2,W01001825,Penylan 5,20.6,20.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001825,False,polygon covers point,Caerdydd 029D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_19a85544f2b3ea7fb9ce,259952,Three Arches,"Three Arches, Heathwood Road, Cardiff",CF14 4HS,51.519434,-3.180886,Osprey Charging,operational,4.0,4.0,75.0,public,£0.79/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/259952,2024-08-29T15:09:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001731,Cyncoed 2,4.5,4.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001731,False,polygon covers point,Caerdydd 008B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_1bba313e22632283295f,200520,Ty Glas Road,"Ty Glas Road, Cardiff",CF14 5EB,51.52515,-3.202318,The GeniePoint Network ( EQUANS EV Solutions ),,,,50.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/200520,2023-02-09T08:11:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001953,Llanishen 12,30.7,30.7,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001953,False,polygon covers point,Caerdydd 005G,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_1d4ddbd2f7e280d34542,132462,Penylan Library Car Park - Cardiff,"Penylan Library Car Park, Cardiff",CF23 5HW,51.49677,-3.1645,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132462,2019-10-02T08:58:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,35,river,1,W01001836,Plasnewydd 8,18.1,18.1,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001836,False,polygon covers point,Caerdydd 030B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_2750ce20495a08e07ec8,132454,Rennie Street,"Rennie Street, Cardiff",CF11 6EG,51.4788,-3.1951,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132454,2019-10-02T08:28:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001855,Riverside 1,49.8,49.8,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001855,False,polygon covers point,Caerdydd 042A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_32723c6ba4bd541dbc1f,209611,St David's Dewi Sant Shopping Centre,"St David's Dewi Sant Shopping Centre, Crockherbtown, Cardiff",CF10 2EQ,51.478574,-3.174714,POD Point (UK),operational,2.0,2.0,7.0,public,£0.49/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/209611,2024-07-09T12:50:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_33ebf06eb2009e555419,259897,Windsor Place,"Windsor Place, Cardiff",CF10 3BZ,51.483881,-3.173242,Osprey Charging,operational,4.0,4.0,50.0,public,£0.79/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/259897,2024-08-23T10:31:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_3729d40d75c6d2eecb5d,132455,Severn Road Car Park,"Severn Road, Cardiff",CF11 9DX,51.48201,-3.19883,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132455,2019-10-02T08:31:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001860,Riverside 6,11.6,11.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001860,False,polygon covers point,Caerdydd 034C,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_3937d5c1246b2b3ccff2,252108,St Davids Shopping Centre Car Park,"St Davids Shopping Centre Car Park, Cardiff",CF10 2EQ,51.479366,-3.173753,BP Pulse (UK),,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/252108,2023-05-03T08:36:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_39b94fd4816ab150bff0,115033,MFG Texaco Ninian,"Sloper Road, Cardiff",CF11 8BN,51.469647,-3.195624,The GeniePoint Network ( EQUANS EV Solutions ),operational,1.0,3.0,50.0,public,£1.00 + £0.30/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/115033,2019-01-23T17:43:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001759,Grangetown 1,30.5,30.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001759,False,polygon covers point,Caerdydd 046A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_3a9e8f8f09cb7adc2b8d,252105,St Davids Shopping Centre Car Park,"St Davids Shopping Centre Car Park, Cardiff",CF10 2EQ,51.47934,-3.173709,BP Pulse (UK),,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/252105,2023-05-03T08:36:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_3aae53b1edc64850567b,214123,DRAX00165,"Schooner Way, Cardiff",CF10 4RT,51.47301,-3.16607,Drax Energy Solutions Limited,,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/214123,2023-05-04T08:42:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001951,Butetown 7,13.8,13.8,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001951,False,polygon covers point,Caerdydd 049E,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_3c050a8dc19efac7c748,286092,Tesco Superstore - St Mellons,"Crickhowell Road, Cardiff",CF3 0EF,51.524775,-3.103756,POD Point (UK),unknown,,,7.0,public,,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/286092,2025-03-10T06:23:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,High,90,90,surface_water,1,W01001878,Trowbridge 2,24.0,24.0,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,1,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001878,False,polygon covers point,Caerdydd 011B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_4d49c406033a4ff3973f,285780,Star Hub,"Star Hub Car Park, Cardiff",CF24 2SJ,51.484894,-3.143337,Connected Kerb,unknown,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/285780,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001870,Splott 2,28.0,28.0,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001870,False,polygon covers point,Caerdydd 037A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_5bce80e842998aee7c52,285770,Harvey Street,"Harvey Street Car Park, Cardiff",CF5 1QW,51.48224,-3.205278,Connected Kerb,unknown,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/285770,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001712,Canton 4,13.8,13.8,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001712,False,polygon covers point,Caerdydd 040D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_5ea17c642133289def43,132457,Victoria Park Road - Cardiff,"Victoria Park Road, Cardiff",CF5 1EZ,51.48322,-3.21936,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132457,2019-10-02T08:35:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Medium,65,Low,35,"No mapped Low, Medium or High classification matched.",0,65,river,2,W01001714,Canton 6,6.5,6.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001714,False,polygon covers point,Caerdydd 035A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
