station_id,source_record_id,station_name,address,postcode,latitude,longitude,operator_name,operational_status,number_of_evses,number_of_connectors,maximum_power_kw,access_type,usage_cost,data_provider,source_url,source_last_updated,licence,attribution,verification_status,boundary_status,flood_river_band,flood_river_score,flood_sea_band,flood_sea_score,flood_surface_water_band,flood_surface_water_score,flood_score,flood_dominant_source,flood_match_count,lsoa_code,lsoa_name,income_deprivation_percentage,deprivation_score,deprivation_match_status,enrichment_timestamp,dataset_version,verification_notes,boundary_authority_code,boundary_authority_name,boundary_dataset,boundary_filter_timestamp,boundary_filter_version,flood_river_match_count,flood_sea_match_count,flood_surface_water_match_count,flood_data_version,flood_enrichment_timestamp,flood_enrichment_status,flood_enrichment_notes,flood_hazard_source_count,deprivation_match_count,deprivation_candidate_codes,deprivation_match_ambiguous,deprivation_match_method,lsoa_name_welsh,deprivation_source,deprivation_source_release,deprivation_enrichment_timestamp,deprivation_enrichment_notes,verified_dataset_status,verified_dataset_notes
airis_63004a6b9ce8784bad0f,132458,Butleigh Avenue - Cardiff,"Butleigh Avenue, Cardiff",CF5 1AP,51.48595,-3.22232,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132458,2019-10-02T08:37:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,"No mapped Low, Medium or High classification matched.",0,Low,35,35,river|surface_water,2,W01001714,Canton 6,6.5,6.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,0,1,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001714,False,polygon covers point,Caerdydd 035A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_67b9d9f5c7480b12a7ed,200352,Mardy Street,"Mardy Street, Cardiff",CF11 6RD,51.474088,-3.185956,Evolt Network (Swarco E.Connect),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/200352,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001764,Grangetown 5,34.2,34.2,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001764,False,polygon covers point,Caerdydd 044A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_6f88afdff062e0a132fc,157868,NCP Dumfries Place,"NCP Dumfries Place, Cardiff",CF10 3FN,51.484554,-3.172682,BP Pulse (UK),,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/157868,2023-05-03T08:36:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_70f3cdfed60f400050fd,132461,Waterloo Road - Cardiff,"Waterloo Road, Cardiff",CF23 5DX,51.49655,-3.15663,Evolt Network (Swarco E.Connect),operational,2.0,2.0,7.0,public,£0.31/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/132461,2019-10-02T08:54:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001823,Penylan 3,8.1,8.1,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001823,False,polygon covers point,Caerdydd 029B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_741d2cdef1b829a900ac,256844,Spire Cardiff Hospital,"Croescadarn Road, Pontprennau, Cardiff, Cymru / Wales",CF23 8XL,51.53077459231975,-3.1412470889080675,Vend Electric,operational,4.0,4.0,11.0,public,£0.20/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/256844,2023-03-13T17:27:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001844,Pontprennau and Old St Mellons 5,20.3,20.3,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001844,False,polygon covers point,Caerdydd 003D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_775500559e0cad784837,9814,Wessex Garages Cardiff,"Hadfield Road, Cardiff, Wales",CF11 8AQ,51.4665486,-3.20170359999997,(Business Owner at Location),unknown,3.0,4.0,50.0,private,Free,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/9814,2018-06-14T21:28:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001759,Grangetown 1,30.5,30.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001759,False,polygon covers point,Caerdydd 046A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_80b9188bc22f7f019c5e,101686,Q-Park Cardiff Bay,"Q-Park Cardiff Bay, Pierhead Street, Cardiff",CF10 4PH,51.465801,-3.1625,BP Pulse (UK),operational,1.0,3.0,50.0,public,£0.79/kWh; other tariffs available,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/101686,2023-08-23T10:22:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001943,Butetown 4,19.6,19.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001943,False,polygon covers point,Caerdydd 048B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_84a7701983c186cbe3af,210279,Tesco Extra-Cardiff,"Excelsior Estate, Excelsior Road, Cardiff",CF14 3AT,51.49791839,-3.2071764,POD Point (UK),operational,4.0,6.0,50.0,public,£0.44/kWh,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/210279,2023-10-09T17:01:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,Low,35,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,35,river,1,W01001756,Gabalfa 2,23.1,23.1,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001756,False,polygon covers point,Caerdydd 025B,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_86396a3ef80877186baa,285931,Tewkesbury Place,"Tewkesbury Place, Cardiff",CF24 4QF,51.50026,-3.178055,Connected Kerb,unknown,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/285931,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001726,Cathays 8,16.6,16.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001726,False,polygon covers point,Caerdydd 028E,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_88cdc81bc33622080fcd,259010,Moto Cardiff West Services,Moto Cardiff West Services,CF72 8SA,51.508914,-3.306853,Electric Highway (UK),operational,15.0,19.0,350.0,public,"DC: £0.79/kWh,AC: £0.49/kWh",Open Charge Map Contributors,https://openchargemap.org/site/poi/details/259010,2025-03-10T06:21:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001727,Pentyrch and St Fagans 1,19.2,19.2,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001727,False,polygon covers point,Caerdydd 014A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_8de65bb0720d6c78e1fb,187690,Kyveilog Street,"Kyveilog Street, Cardiff",CF11 9JA,51.487668,-3.197033,Evolt Network (Swarco E.Connect),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/187690,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,Low,35,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,35,river,1,W01001858,Riverside 4,13.7,13.7,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001858,False,polygon covers point,Caerdydd 034A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_92d27599db462d7026d2,136139,Maindy Road,"Maindy Road, Cardiff",CF24 4HQ,51.49265,-3.18381,Evolt Network (Swarco E.Connect),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/136139,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001721,Cathays 4,8.6,8.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001721,False,polygon covers point,Caerdydd 032A,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_95801a2e85a43c20b2c7,200334,Redlaver Street,"redlaver Street, Cardiff",CF117YL,51.469115,-3.184647,Evolt Network (Swarco E.Connect),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/200334,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,Low,35,Low,35,"No mapped Low, Medium or High classification matched.",0,35,river|sea,2,W01001768,Grangetown 9,48.0,48.0,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,2,1,W01001768,False,polygon covers point,Caerdydd 044E,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_9965ba6bb8a4717a281d,157867,NCP Dumfries Place,"NCP Dumfries Place, Cardiff",CF10 3FN,51.484352,-3.172482,BP Pulse (UK),,,,22.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/157867,2023-05-03T08:36:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01002019,Cathays 12,10.5,10.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01002019,False,polygon covers point,Caerdydd 032H,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_9b167f8cea08206be6ba,286066,"Penlline Road, Cardiff","Penlline Road Car Park, Cardiff",CF14 2AA,51.51442909600459,-3.2206491864869804,Connected Kerb,unknown,2.0,3.0,50.0,public,,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/286066,2025-10-14T08:54:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001896,Whitchurch and Tongwynlais 10,4.5,4.5,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001896,False,polygon covers point,Caerdydd 020E,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_9e9134ddd9469563ea57,200454,Llandaff High Street Car Park,"Llandaff High Street Car Park, Cardiff",CF5 2DX,51.494256,-3.218335,Evolt Network (Swarco E.Connect),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/200454,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,0,"No mapped Low, Medium or High classification matched.",0,W01001781,Llandaff 3,10.7,10.7,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,0,1,W01001781,False,polygon covers point,Caerdydd 026C,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_9f8cf84028bb4c8a1ace,200416,Pontcanna Street,"Pontcanna Street, Cardiff",CF119HQ,51.486898,-3.199894,Evolt Network (Swarco E.Connect),,,,7.0,public,,UK National Charge Point Registry,https://openchargemap.org/site/poi/details/200416,2023-12-07T08:10:00Z,Contains public sector information licensed under the Open Government Licence v2.0.,Open Charge Map; Data Provider: UK National Charge Point Registry,unreviewed,inside,Low,35,"No mapped Low, Medium or High classification matched.",0,"No mapped Low, Medium or High classification matched.",0,35,river,1,W01001860,Riverside 6,11.6,11.6,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,1,0,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001860,False,polygon covers point,Caerdydd 034C,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
airis_a89c5fa68f7e5865744b,16281,G24 Innovations,"Newlands Road, Newport",CF3 2GH,51.506864,-3.101256,POD Point (UK),unknown,2.0,2.0,3.0,private,Free,Open Charge Map Contributors,https://openchargemap.org/site/poi/details/16281,2017-10-10T09:33:00Z,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),Open Charge Map; Data Provider: Open Charge Map Contributors,unreviewed,inside,"No mapped Low, Medium or High classification matched.",0,Low,35,"No mapped Low, Medium or High classification matched.",0,35,sea,1,W01001885,Trowbridge 9,40.3,40.3,resolved,2026-07-20T21:45:15.935639+00:00,AIRIS_CARDIFF_VERIFIED_FRAW2026_WIMD2025_V1,,W06000015,Cardiff,Local Authorities - High Water mark,2026-07-20T17:47:54.131690+00:00,1.0.0,0,1,0,FRAW catalogue 2026-05-21 | river layer 2026-05-21 sha256:5E26DD370C446C48BC69F7CAC19FC71633F771E4C04B53A55AD8F2C48DF06CF2 | sea layer 2026-05-21 sha256:125999A7F1C4C46F281B03F2B2E98985BFBE88BA8F61424132FAA364F3E7DFFA | surface_water layer 2022-11-28 sha256:432444DC177277C9CEF467E24A798224C27E053904B5AA471B7604646204D22D,2026-07-20T19:20:50.001880+00:00,enriched,,1,1,W01001885,False,polygon covers point,Caerdydd 011D,WIMD 2025 income and employment indicators,WIMD 2025,2026-07-20T21:45:15.935639+00:00,,usable,
